model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_Linear,0.5858768237934905,0.16487634266328266,0.5112426035502958,0.646114725852248,0.11364677897343393,0.5656736655612168,0.5220292252550317,0.0407837744994881,0.5299145299145299,0.5446843434343435,0.054355267242770136,0.5057692307692307,0.606754043349788,0.0708415580625115,0.6308724832214765,0.5688535120793186,0.14240056718917787,0.5595238095238095,0.7604797979797979,0.22959101013653996,0.7230769230769231,117,5
XGBoost,0.5753156565656565,0.11733385518725951,0.5405325443786984,0.6490038430777448,0.12281734282376434,0.6114445199175675,0.5394366326624391,0.03173825403725643,0.5384615384615384,0.5659469696969697,0.06889048566679284,0.5230769230769231,0.5897348644330759,0.07209426160430887,0.6142857142857143,0.5904052936311001,0.1262200815855576,0.5733333333333334,0.6963383838383839,0.2580092658158066,0.6615384615384615,117,5
LogisticRegression,0.5637079124579125,0.09407975775413868,0.5497041420118344,0.6301842280704903,0.07906698336641065,0.6110251981662129,0.5589394357136293,0.0777380785962803,0.5384615384615384,0.5573989898989898,0.09146510661441845,0.551923076923077,0.4735353535353536,0.2375214670325522,0.509090909090909,0.4938375350140056,0.25740696664201856,0.6222222222222222,0.47702020202020207,0.2571525538973331,0.4307692307692308,117,5
ExtraTrees,0.5513832772166105,0.17813245029436361,0.5310650887573964,0.6792659007783788,0.09877386366031497,0.600470231622049,0.48810771068835584,0.07372359270755612,0.49572649572649574,0.4963636363636364,0.0997116480858865,0.49038461538461536,0.523974358974359,0.06559632781940651,0.5426356589147286,0.5392857142857144,0.1171031678795994,0.546875,0.5616161616161616,0.13888751147159037,0.5384615384615384,117,5
NaiveBayes,0.5456916386083053,0.1192617231862321,0.5223372781065089,0.5802179964801961,0.10430840855328387,0.5668304007266001,0.5332956529730724,0.06855450267017597,0.5470085470085471,0.5326641414141414,0.0634114441473474,0.5134615384615384,0.6427820864342604,0.07940826779091828,0.6666666666666666,0.5476479076479077,0.11992463347252491,0.5638297872340425,0.8342171717171716,0.14637514681022154,0.8153846153846154,117,5
LightGBM,0.5258305274971942,0.1366668207606028,0.5232248520710059,0.6242026693636558,0.14720238850920211,0.5977013580646032,0.5307389026743865,0.1296590980093827,0.5384615384615384,0.5493560606060607,0.15136853385874716,0.5365384615384616,0.5563961081363458,0.1350513148971533,0.5714285714285714,0.5600793650793652,0.14292493982079024,0.5901639344262295,0.6031565656565656,0.2394532009077278,0.5538461538461539,117,5
SVM_RBF,0.5182800224466891,0.13168452627722627,0.4934911242603551,0.5732127249143616,0.06764027917031318,0.5426860794128814,0.5294366326624391,0.04877992799548731,0.5384615384615384,0.5446843434343435,0.054355267242770136,0.5115384615384615,0.6215005871285898,0.06961688966061721,0.6447368421052632,0.5626996659254724,0.13260664000874514,0.5632183908045977,0.7827020202020203,0.20159693664540074,0.7538461538461538,117,5
KNN,0.5107484567901234,0.09043120206651034,0.47514792899408287,0.5708789797868311,0.10312716774632942,0.5600414970083123,0.46675581288484513,0.0790153749431941,0.47863247863247865,0.4796843434343435,0.11329011784325532,0.4538461538461539,0.5726162969313757,0.07186979454198826,0.5906040268456376,0.5132773659089449,0.11276243076544623,0.5238095238095238,0.7215909090909091,0.20668077353435743,0.676923076923077,117,5
RandomForest,0.4999480920314253,0.12365528356223979,0.4784023668639053,0.6019165363200601,0.059607959052814866,0.5477499403683281,0.5217443249701315,0.04342357752240806,0.5299145299145299,0.5453914141414142,0.0555998159320734,0.5211538461538461,0.567012056044314,0.08082097039276342,0.5864661654135338,0.5667414938003174,0.130211524965233,0.5735294117647058,0.6463383838383838,0.21494794632805855,0.6,117,5
GradientBoosting,0.48016273849607183,0.09071188436583892,0.49999999999999994,0.5841982583227943,0.10900530411034226,0.5741540557648566,0.5265591397849463,0.07742036400125575,0.5299145299145299,0.5466414141414141,0.11313536022703354,0.5096153846153846,0.5942489960619584,0.10136819630160053,0.6206896551724138,0.5635676867934932,0.15030954501986254,0.5625,0.719949494949495,0.2468508937362675,0.6923076923076923,117,5
