feature,n_valid,shapiro_stat,shapiro_p_value,is_normal_global_p_ge_0_05,shapiro_q_value_fdr,is_normal_after_fdr_q_ge_0_05
ADC_Morph_Volume_cm3,113,0.14700922103040837,1.1235334039393996e-22,False,1.9322862287667556e-21,False
ADC_Morph_ApproximateVolume_cm3,113,0.14700922103040814,1.1235334039393996e-22,False,1.9322862287667556e-21,False
ADC_Morph_voxelsCounting_vx,113,0.2736018918787998,3.586011511335972e-21,False,3.295715341370679e-20,False
ADC_Morph_SurfaceArea_cm2,113,0.9652368260467682,0.004891867145856316,False,0.005876330036204994,False
ADC_Morph_SurfaceToVolumeRatio_cm,113,0.755476984593253,1.9641335689437326e-12,False,5.009838486424764e-12,False
ADC_Morph_Compacity,113,0.9448501424470055,0.00015076705046946956,False,0.00020348280238187153,False
ADC_Morph_Compactness1,113,0.9772492231748615,0.05085626453195536,True,0.05706545962015921,True
ADC_Morph_Compactness2,113,0.7978446114997976,3.6386753194639336e-11,False,8.072003869615393e-11,False
ADC_Morph_SphericalDisproportion,113,0.9250643385928766,8.593468778646013e-06,False,1.253304388623688e-05,False
ADC_Morph_Sphericity,113,0.7978446114997971,3.638675319463801e-11,False,8.072003869615393e-11,False
ADC_Morph_Asphericity,113,0.7247759707608185,2.9263855857259455e-13,False,8.185397362972572e-13,False
ADC_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,113,0.9776698677855891,0.05536379938217174,True,0.06200317184192928,True
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,113,0.9284193170018569,1.3564069161102932e-05,False,1.9633990110696494e-05,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,113,0.6736035849867219,1.666479251226842e-14,False,5.451364330284415e-14,False
ADC_Morph_CentreOfMassShift_mm,113,0.8328516819959118,5.639249566652312e-10,False,1.122036253983398e-09,False
ADC_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,113,0.8254067346071621,3.0564023863426455e-10,False,6.187611824099273e-10,False
ADC_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,113,0.43324194000851735,5.8787581466429e-19,False,3.621064858410893e-18,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,113,0.9493318070662949,0.0003077343718644329,False,0.0003995026935190732,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,113,0.9359789399501839,3.955614378993934e-05,False,5.572507847779776e-05,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,113,0.6191749860913383,1.1036912871297292e-15,False,4.260248368320755e-15,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,113,0.6760111908283819,1.8928640171080066e-14,False,6.05612631439753e-14,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,113,0.6419234634953774,3.309535161357012e-15,False,1.1976380365160687e-14,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,113,0.5987037189388773,4.276163770538228e-16,False,1.8072254183515576e-15,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,113,0.568829418893247,1.139788700871727e-16,False,5.196359510273464e-16,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,113,0.6167292819408097,9.83592892389475e-16,False,3.874151596554463e-15,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,113,0.6669323378646241,1.1749641846411278e-14,False,4.010896251310863e-14,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,113,0.7167544350970291,1.8239053875058036e-13,False,5.324798351444054e-13,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,113,0.7944398389592426,2.8361907235598324e-11,False,6.389705949187327e-11,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,113,0.6708275507927484,1.44004486235093e-14,False,4.847592879658073e-14,False
ADC_Morph_Maximum3DDiameter_mm,113,0.6258881043714418,1.5184111766126882e-15,False,5.822252127541367e-15,False
ADC_Morph_SphereDiameter_mm,113,0.12156128224929397,5.879978415823476e-23,False,1.9322862287667556e-21,False
ADC_Morph_IntegratedIntensity_Intensity,113,0.9507523229994296,0.0003880207947359033,False,0.0004970443366196638,False
ADC_IB_MeanIntensity,113,0.726648844032472,3.2724655537157784e-13,False,9.065825624887251e-13,False
ADC_IB_IntensityVariance,113,0.6438802798804418,3.645903314881056e-15,False,1.2950785394577493e-14,False
ADC_IB_IntensitySkewness,113,0.21146185103868465,6.209528990652478e-22,False,7.146364271864183e-21,False
ADC_IB_IntensityKurtosis,113,0.9463672428934912,0.00019138558303166553,False,0.00025474081051801,False
ADC_IB_MedianIntensity,113,0.7027428183904773,8.164975488389049e-14,False,2.5013337607287087e-13,False
ADC_IB_MinimumIntensity,113,0.8598491660282772,6.104639003871306e-09,False,1.111505026176568e-08,False
ADC_IB_10thIntensityPercentile,113,0.9068696176723638,8.590342519665806e-07,False,1.3479155335735776e-06,False
ADC_IB_25thIntensityPercentile,113,0.9463672428934912,0.00019138558303166553,False,0.00025474081051801,False
ADC_IB_50thIntensityPercentile,113,0.9714727544922509,0.016101363902296408,False,0.018534174352742783,False
ADC_IB_75thIntensityPercentile,113,0.9778349279766806,0.05724114138415222,True,0.06385861437653975,True
ADC_IB_90thIntensityPercentile,113,0.9347592207966324,3.314556404913539e-05,False,4.7153026006018154e-05,False
ADC_IB_StandardDeviation,113,0.9846108088896568,0.22255711448296508,True,0.23863068386229033,True
ADC_IB_MaximumIntensity,113,0.895461876892371,2.30242917586e-07,False,3.776505645390765e-07,False
ADC_IB_IntensityInterquartileRange,113,0.9572433617393606,0.0011611968458402763,False,0.0014458773628849893,False
ADC_IB_IntensityRange,113,0.9195393969345169,4.146499294077162e-06,False,6.219748941115744e-06,False
ADC_IB_IntensityBasedMeanAbsoluteDeviation,113,0.900624322383768,4.132838253670298e-07,False,6.70283851225519e-07,False
ADC_IB_IntensityBasedRobustMeanAbsoluteDeviation,113,0.9203925376734726,4.632084033693213e-06,False,6.912310967805078e-06,False
ADC_IB_IntensityBasedMedianAbsoluteDeviation,113,0.532508158017472,2.4936471303516816e-17,False,1.2777183083837378e-16,False
ADC_IB_IntensityBasedCoefficientOfVariation,111,0.8264827553481772,4.2790792209428334e-10,False,8.572964944380279e-10,False
ADC_IB_IntensityBasedQuartileCoefficientOfDispersion,113,0.9498570449568715,0.00033516655637539706,False,0.0004322080983103673,False
ADC_IB_AreaUnderCurveCIVH,113,0.12210776422741543,5.961392766403037e-23,False,1.9322862287667556e-21,False
ADC_IB_IntensityBasedEnergy,113,0.9624949824262743,0.0029533694006984904,False,0.0036075967995873965,False
ADC_IB_RootMeanSquareIntensity,113,0.12188677551195504,5.928330456866967e-23,False,1.9322862287667556e-21,False
ADC_IB_TotalLesionGlycolysis,113,0.9479753722571446,0.00024726472948726765,False,0.0003246400878952673,False
ADC_IH_IntensityHistogramMean_Intensity,113,0.7262229575560678,3.190185895067873e-13,False,8.880373236751435e-13,False
ADC_IH_IntensityHistogramVariance_Intensity,111,0.626372799380988,2.1585655313393875e-15,False,7.960569698379015e-15,False
ADC_IH_IntensityHistogramSkewness_Intensity,111,0.1967187679938417,6.294725006305239e-22,False,7.146364271864183e-21,False
ADC_IH_IntensityHistogramKurtosis_Intensity,113,0.9427026117950701,0.00010810277646763384,False,0.00014867341466688836,False
ADC_IH_IntensityHistogramMedian_Intensity,113,0.6893048299400182,3.8722792656347274e-14,False,1.2251637676516434e-13,False
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,113,0.8508395091383596,2.6748483595036e-09,False,4.963901282540335e-09,False
